#TYPE Selected.Microsoft.Open.AzureAD.Model.Group
"MailEnabled","DisplayName","Mail","SecurityEnabled"
"True","Cibus","Cibus@vistra.com","False"
"True","ML-SG-Chanceway","chanceway.sg@vistra.com","False"
"True","Reading Compliance","ReadingCompliance@vistra.com","False"
"True","Group Business Continuity Plan","GroupBusinessContinuityPlan@vistra.com","False"
"True","*Email - Luxembourg - LinkReit","LinkReit.lux@vistra.com","False"
"True","Email - FATCA Project Group","fatcapg@vistra.com","False"
"True","Change & Project Management Committee","ProjectChangeManagementCommittee@vistra.com","False"
"True","ML-SG-SpiralVentures","SpiralVentures.SG@vistra.com","False"
"True","Onboarding RE","OnboardingRE@vistra.com","False"
"True","ML-SG-Mongolia","mongoliafund.sg@vistra.com","False"
"True","Email - London - IMT","LondonIMT@vistra.com","False"
"True","Email - Hong Kong Business and Consulting Team","Email-HongKongBusinessandConsultingTeam@vistra.com","False"
"True","*Email - Netherlands - Northleaf","Northleaf.NL@vistra.com","False"
"True","Proterra.NL","Proterra.NL@vistra.com","False"
"True","* Email - Amsterdam - TCS - BU Management","AmsterdamBUManagement@vistra.com","False"
"True","Project Success Factor (VConnect)","ProjectSuccessFactorVConnect@vistra.com","False"
"True","*Email - Luxembourg - Scanning","scanning.lux@vistra.com","False"
"True","Email - Vistra Europe Academy 2016","evea@vistra.com","False"
"True","Resource Management Platform","ResourceManagementPlatform@vistra.com","False"
"True","Bristol - Test Gurvinder","Bristol-TestGurvinder@vistra.com","False"
"True","CLM VPC data gathering","Singapore4709@vistra.com","False"
"True","Jersey Managers and Directors","JerseyManagersandDirectors@vistra.com","False"
"True","APAC Project Portfolio","APACProjectPortfolio@vistra.com","False"
"True","*Email - Amsterdam - agRIF","agRIF.nl@vistra.com","False"
"True","Project Voyager SteerCo - SSC program UKICI","ProjectVoyagerSteerCo-SSCprogramUKICI@vistra.com","False"
"True","Group BDZ VCS CEE","groupbdz.cee@vistra.com","False"
"True","Operations Team","OperationsTeam@vistra.com","False"
"True","Program Management","ProgrammeManagement@vistra.com","False"
"True","Email - All Staff Vistra VGML MGW - O365","Email-AllStaffVistraVGMLMGW-O365@vistra.com","False"
"True","pompey","pompey@vistra.com","False"
"True","Group KCE VCSCEE","groupkce.cee@vistra.com","False"
"True","Vistra Finance - Internal","VistraFinance-Internal@vistra.com","False"
"True","kariera","kariera@ofiz.pl","False"
"True","*Email - Luxembourg Feedback Client Onboarding","feedbackclientonboarding.lux@vistra.com","False"
"True","*Email - Singapore HR Jobs","jobs_vcs@vistra.com","False"
"True","account.books.ecs","account.books.ecs@vistra.com","False"
"True","HR CI","HRCI@vistra.com","False"
"True","ML-AU-Confluent","confluent.au@vistra.com","False"
"True","IPAN Ar","IPANAr@vistra.com","False"
"True","Archi","Archi@vistra.com","False"
"True","*Email - Jersey Management Group","JerseyManagement@vistra.com","False"
"True","Bristol - power8migration","Bristol-power8migration@vistra.com","False"
"True","ARAMIS - Tax Recap January 2020","ARAMIS-TaxRecapJanuary2020@vistra.com","False"
"True","*Email - All Staff TAKA HongKong","Email-AllStaffTakaHongKong@vistra.com","False"
"True","Email - London - ESteam","ESteam@vistra.com","False"
"True","Accounting KMT","accountingkmt@vistra.com","False"
"True","Stelios","Stelios@vistra.com","False"
"True","MPL Syndicate","MPLSyndicate@vistra.com","False"
"True","Project Team - Cyber Security","ProjectTeam-CyberSecurity@vistra.com","False"
"True","MU - Fund Migration DB to Vistra","MU-FundMigrationDBtoVistra@vistra.com","False"
"True","*Email - BTSTorres.nl","BTSTorres.nl@vistra.com","False"
"True","IT CEE","itgroupcee@vistra.com","False"
"True","VPM Training Materials","VPMTrainingMaterials@vistra.com","False"
"True","*Email - Netherlands - westchester.nl","westchester.nl@vistra.com","False"
"True","OverseasConnect","OverseasConnect@vistra.com","False"
"True","*Email - Amsterdam - Team Avinash","Team.Avinash.NL@vistra.com","False"
"True","HR SLT","HRSLT@vistra.com","False"
"True","*Email - Amsterdam - SK Capital","SK.Capital@vistra.com","False"
"True","ML-SG-3GT","3GT.sg@vistra.com","False"
"True","BI Contracts","BIContracts@vistra.com","False"
"True","Verve Team","VerveTeam@vistra.com","False"
"True","*Email - Luxembourg - PGIM Legos","PGIM.Legos.lux@vistra.com","False"
"True","Vistra Templates","VistraTemplates@vistra.com","False"
"True","CDD for new client","CDDfornewclient@vistra.com","False"
"True","Email - Bristol - AMLQuery","AMLQuery@vistra.com","False"
"True","Group MOR VCSCEE","groupmor.cee@vistra.com","False"
"True","Email - India Ujwal - TrinityPartners India","trinitypartners.india@vistra.com","False"
"True","ML-SG-TrinityhouseJersey","Trinityhouse.Jersey@vistra.com","False"
"True","Email - Bristol - SLXUserGroup","Bristol.SLXUserGroup@vistra.com","False"
"True","Email - Hong Kong CF Customer Services","Email-HongKongOILCustomerServices@oilglobal.com","False"
"True","Cayman","CaymanEmployeePersonalFile@vistra.com","False"
"True","My plan","Myplan@vistra.com","False"
"True","Local taxes and Waste overleg","LocaltaxesandWasteoverleg@vistra.com","False"
"True","Email - Amsterdam Estro.nl","Estro.nl@vistra.com","False"
"True","brussels@vistra.com","brussels@vistra.com","False"
"True","Email - Canyon - Aralez Ireland","APTD@canyoncts.com","False"
"True","Finance team","Financeteam533@vistra.com","False"
"True","*Email - All Staff Vistra Ireland","AllStaffIreland@vistra.com","False"
"True","West Sales","WestSales@vistra.com","False"
"True","acc-man-buc.vcscee","acc-man-buc.cee@vistra.com","False"
"True","J&S","JS@vistra.com","False"
"True","BI Team","BITeam@vistra.com","False"
"True","*Email - Luxembourg - AIFM Catella Team","Catella.aifm.lux@vistra.com","False"
"True","Team HH Mandantenauftr?ge","TeamHHMandantenauftrge@vistra.com","False"
"True","2019 VP True Up - Singapore (All)","2019VPTrueUp-Singapore@vistra.com","False"
"True","Email - Bristol - CoLawReform","colawreform.bristol@vistra.com","False"
"True","Tech Velocity","TechVelocity@vistra.com","False"
"True","ML-SG-Schiff","schiff.sg@vistra.com","False"
"True","moneymakers.fio","moneymakers.fio@vistra.com","False"
"True","raiffeisen.fio","raiffeisen.fio@vistra.com","False"
"True","Zerto - Management Accounts","Zerto-ManagementAccounts@vistra.com","False"
"True","Email - Jersey Bank Clarity User Group","JERBCUG@vistra.com","False"
"True","ML-SG-Ssfl","ssfl.sg@vistra.com","False"
"True","PIWO","piwo@ofiz.pl","False"
"True","Intralinks","Intralinks@vistra.com","False"
"True","Email - All Staff Orangefield Guernsey","EmailAllStaffOrangefieldGuernsey@vistra.com","False"
"True","_Email - Zurich -invoices CH","invoices.ch@vistra.com","False"
"True","MY","MY@vistra.com","False"
"True","Email - India Ujwal - Optumsoft Payroll","optumsoftpayroll.ind@vistra.com","False"
"True","ML-SG-Beenext","Beenext.sg@vistra.com","False"
"True","Email - London - Global Trade Capital","globaltrade.capital@vistra.com","False"
"True","Kerameja","Kerameja@vistra.com","False"
"True","Federated search testing","Federatedsearchtesting@vistra.com","False"
"True","Email - Bristol - oswaldsproperty","Bristol.oswaldsproperty@vistra.com","False"
"True","Castlelake Team","CastlelakeTeam@vistra.com","False"
"True","*Email - Luxembourg Fatca Facilitator","fatcafacilitator.lux@vistra.com","False"
"True","*Email - Amsterdam - KOMIPO Europe B.V.","KOMIPO.nl@vistra.com","False"
"True","Email - Jersey Verona Novations","emailjerveronanovations@vistra.com","False"
"True","ECI group","ECIgroup@vistra.com","False"
"True","Email - India Ujwal - Aditi Payroll","aditipayroll.ind@vistra.com","False"
"True","Email - All Staff Orangefield London","emailallstaffoflondon@ofiz.onmicrosoft.com","False"
"True","ipopema.eu","ipopema.eu@ofiz.pl","False"
"True","Email - All Staff Orangefield BVI","allstaffofbvi@vistra.com","False"
"True","Email - Hong Kong Regional Finance Payment and Treasury","HongKongRegionalFinancePayment&Treasury@vistra.com","False"
"True","ML-SG-GGSPC","ggspc.sg@vistra.com","False"
"True","Capital Markets","CapitalMarkets@vistra.com","False"
"True","Email - Hong Kong BD - TCS & AIS","Email-HongKongBD-TCS&AIS@vistra.com","False"
"True","CSSF Fine","CSSFFine@vistra.com","False"
"True","Email - Canyon - Shikra Admin","shikraadmin.shannon@vistra.com","False"
"True","Email - ITCL - Business Development and Partners","EmailTCLBD.BP@vistra.com","False"
"True","Email - Reading - Journal  Group","NortonsJournalGroup@vistra.com","False"
"True","Email - Hong Kong Regional Finance Invoicing & Collections","HongKongRegionalFinanceInvoicing&Collections@vistra.com","False"
"True","*Email - Luxembourg Team - North America II","Email-LuxembourgTeam-NorthAmericaII@vistra.com","False"
"True","Email - Mauritius Business Leadership ID","MauritiusBusinessLeadership@vistra.com","False"
"True","insignis.fiz.ta","insignis.fiz.ta@vistra.com","False"
"True","Nico_Personal Folder","AAA_Nico_ManagementFolder@vistra.com","False"
"True","ML-SG-Zido","Zido.sg@vistra.com","False"
"True","*Email - Amsterdam - Corestate","Corestate@vistra.com","False"
"True","2019 VP True Up - Barcelona","2019VPTrueUp-Barcelona@vistra.com","False"
"True","Email - CF NA Service Delivery (Account Service Officer)","CFNAServiceDeliveryAccountServiceOfficer@vistra.com","False"
"True","ML-SG-OaktreeOCMPearl2","oaktreeocmpearl2@vistra.com","False"
"True","Data Project","DataProject@vistra.com","False"
"True","Email - India Ujwal - Aquantia","aquantiapayroll.ind@vistra.com","False"
"True","Archon","Archon@vistra.com","False"
"True","*Email - Amsterdam - AIS - BU Fund","AMsterdamBUFund@vistra.com","False"
"True","BD meeting","BDmeeting@vistra.com","False"
"True","*Email - Luxembourg - Catella admin","Catella.admin.lux@vistra.com","False"
"True","hillwoodconsultants@vistra.com","hillwoodconsultants@vistra.com","False"
"True","Email - Bristol - CustomerService","CustomerService.bristol@vistra.com","False"
"True","team lana","teamlana@vistra.com","False"
"True","Email - Mauritius - Accounting Technical Team","accounting.technicalteam@vistra.com","False"
"True","Edinburgh Remote Team","EdinburghRemoteTeam@vistra.com","False"
"True","Email - Canyon - Proposals","proposals@canyoncts.com","False"
"True","Email - Bristol - CRMAlerts","Bristol.CRMAlerts@vistra.com","False"
"True","*Email - VME - ExternalFinance","ExternalFinance.me@vistra.com","False"
"True","Bristol - iso9001","Bristol-iso9001@vistra.com","False"
"True","Email ? PE1 Payments SG","Payments1.sg@vistra.com","False"
"True","Email - Bristol - ftpalerts","ftpalerts.bristol@vistra.com","False"
"True","Email - Mauritius - IMT","imt.mu@ofiz.onmicrosoft.com","False"
"True","Team Michael","TeamMichael@vistra.com","False"
"True","*E-mail - Netherlands - Regeneron Capital International B.V.","Regeneron.nl@vistra.com","False"
"True","Roberto","Roberto@vistra.com","False"
"True","Email - HR team - Asia Middle East","HRteamAsiaMiddleEast@vistra.com","False"
"True","Email - Jersey Company Secretary Department","vjl.cosec@vistra.com","False"
"True","*Email - Luxembourg - PE-RE Team","EmailLuxembourgTeamPERE@vistra.com","False"
"True","HR Reading","HR_Reading@vistra.com","False"
"True","Wayne - Induction","Wayne-Induction@vistra.com","False"
"True","Email - Singapore FStoTax","FStoTAX@vistra.com","False"
"True","Email - Luxembourg - TRRiskManagement","TRRiskManagement.lux@vistra.com","False"
"True","Email - Canyon - KIAMCO","KIAMCOAdmin@canyoncts.com","False"
"True","*Email - Asia HR Team","Email-AsiaHRTeam@vistra.com","False"
"True","*Email - Frankfurt - Compliance","compliance.fra.de@vistra.com","False"
"True","*Email -LuxembourgCoEteam","luxembourgCoEteam@vistra.com","False"
"True","ML-SG-Fundservices","fundservices.sg@vistra.com","False"
"True","Carve outs","Carveouts@vistra.com","False"
"True","Email - Canyon - Canyon HR","canyonhr@canyoncts.com","False"
"True","All CEE","allvistra.cee@vistra.com","False"
"True","Global IT Operations","GlobalITOperations@vistra.com","False"
"True","Email - Bristol - All Staff VCL MGW - O365","Email-Bristol-AllStaffVCLMGW-O365@vistra.com","False"
"True","ML-SG-Project-North","project-north@vistra.com","False"
"True","Guernsey IT BCP","GuernseyITBCP@vistra.com","False"
"True","Finomial/Vistra Manager View","FinomialVistraManagerView@vistra.com","False"
"True","Finance","MarketingPO@vistra.com","False"
"True","Liquidationcommittee Distribution","Liquidationcommittee.Ams.distr@vistra.com","False"
"True","ML-SG-AyresDigitalAlphaFund","ayres.sg@vistra.com","False"
"True","Email - Bristol - CSITeam","CSITeam.bristol@vistra.com","False"
"True","Project - London Document collaboration","Project-DocumentcollaborationLondon@vistra.com","False"
"True","*Email - Luxembourg - Airportcentre","airportcentre.lux@vistra.com","False"
"True","accountingbucharest.vcscee","accountingbucharest.cee@vistra.com","False"
"True","*Email - Germany - EPH","eph.de@vistra.com","False"
"True","Team Requests","Postcouriers@vistra.com","False"
"True","Information Security Team","InformationSecurityTeam@vistra.com","False"
"True","*Email - Malaysia Taxation","email-malaysiatax@vistra.com","False"
"True","Compliance team","Complianceteam426@vistra.com","False"
"True","Email - India Ujwal - Arista","aristapayroll.ind@vistra.com","False"
"True","Uitleg Franse facturen","UitlegFransefacturen@vistra.com","False"
"True","Email - Mauritius - GDRMU-ML-Fund Services","fundservices.mu@vistra.com","False"
"True","Email - India Ujwal - Nutanix Payroll","nutanixpayroll.ind@vistra.com","False"
"True","IMT Team","IMTTeam@vistra.com","False"
"True","*Email - Frankfurt - Office Management","OfficeManagement.fra.de@vistra.com","False"
"True","*Email - Alternative Investments Management Board","alternativeinvestmentsmb@vistra.com","False"
"True","*Email - Amsterdam - Solaris Holding B.V.","SolarisHolding@vistra.com","False"
"True","zz Email - London Greg MacRae - Forwarding Group","zzEmailLondonGregMacRaeForwardingGroup@vistra.com","False"
"True","*Email - Luxembourg Team - UK Asia Pacific","*email-luxembourgteam-UKAsiaPacific@vistra.com","False"
"True","Email - Bristol - DocumentorErrors","DocumentorErrors.bristol@vistra.com","False"
"True","Vistra Risk Committee","VistraRiskCommittee@vistra.com","False"
"True","Email - Nortons - Non UK Based Global Services Team","Email-Nortons-NonUKBasedGlobalServicesTeam@vistra.com","False"
"True","*Email - All Staff Vistra Cayman","allstaffviscayman@ofiz.onmicrosoft.com","False"
"True","AIS CM","AISCM@vistra.com","False"
"True","Bid Team - EIT Climate-KIC","BidTeam-EITClimate-KIC@vistra.com","False"
"True","Singtax","Singtax@vistra.com","False"
"True","Indore Asst. manager","IndoreAsst.manager@vistra.com","False"
"True","administrationsofia.vcscee","administrationsofia.cee@vistra.com","False"
"True","Email - Canyon - CanyonDublin","canyondublin.shannon@vistra.com","False"
"True","MS SharePoint Test","MSSharePointTest@vistra.com","False"
"True","*Email - Cayman - Commercial","commercial.cayman@vistra.com","False"
"True","*Email - Netherlands - Invigo Technologies","Invigo.nl@vistra.com","False"
"True","Seychelles Virtual Battlebox","SeychellesVirtualBattlebox@vistra.com","False"
"True","Email - Bristol - images","images.bristol@vistra.com","False"
"True","Test","Test50@vistra.com","False"
"True","Email - Vistra PESystem","PESystem@vistra.com","False"
"True","Email - Mauritius - GDRMU-ML-Group1","ML-MU-Group1@vistra.com","False"
"True","*Email - Sovco","Sovco@vistra.com","False"
"True","Email - Canyon - Aralez AP","aralezap@canyoncts.com","False"
"True","All Lublin CEE VCS","alllublin.cee@vistra.com","False"
"True","Email - Canyon - Nabriva","Nabriva@canyoncts.com","False"
"True","*Email - Vistra China HK Staff","Email-VistraChinaHKStaffi@ofiz.onmicrosoft.com","False"
"True","*Email - Luxembourg Velocity","velocity.lux@vistra.com","False"
"True","V-Connect","V-ConnectOnboarding_Recruiting@vistra.com","False"
"True","altus.fiz.confirmation","altus.fiz.confirmation@vistra.com","False"
"True","Email - Guernsey Auto Forward Cayzer","cayzer.auto.foward.gg@vistra.com","False"
"True","Email - India Ujwal - AVI Payroll","avipayroll.ind@vistra.com","False"
"True","*Email - Luxembourg - Cinclus","cinclus.lux@vistra.com","False"
"True","Legacy Gateway Decomission","LegacyGatewayDecomission@vistra.com","False"
"True","Group KRB VCSCEE","groupkrbvcscee@vistra.com","False"
"True","Email - India Ujwal - AppDirect India","appdirect.india@vistra.com","False"
"True","Email - Bristol - PPD_Testing","ppd_testing.bristol@vistra.com","False"
"True","Email - Singapore Viewpoint Super Users","vpsuperuser.sg@vistra.com","False"
"True","*Email - Luxembourg - Karlin admin","Karlin.admin@vistra.com","False"
"True","Email - Reading - Client - Sage","Sageuk@vistra.com","False"
"True","D&B lending DAC","DBLendingDAC@vistra.com","False"
"True","rockbridge.fiz.pay","rockbridge.fiz.pay@vistra.com","False"
"True","Email - EP Team","Email_-_EP_Team@ofiz.onmicrosoft.com","False"
"True","Email - Bristol - Support","Support.bristol@vistra.com","False"
"True","*Email - Germany - Montagu","Montagu.de@vistra.com","False"
"True","Office Management","OfficeManagement@vistra.com","False"
"True","*Email - Luxembourg - CLM Solar","CLMSolar.lux@vistra.com","False"
"True","POA's","POAs@vistra.com","False"
"True","Innovation Committee Group","InnovationCommitteeGroup@vistra.com","False"
"True","Email - Vistra Singapore - Big Data 4 Humans","bigdata4humans.sg@vistra.com","False"
"True","saturn.fiz","saturn.fiz@vistra.com","False"
"True","Email - ITCL Brookfield Team","Brookfield.vistra@vistra.com","False"
"True","*Email - Netherlands - stage","stage.nl@vistra.com","False"
"True","File Review","FileReview@vistra.com","False"
"True","Project (MYS) - Internet Connection Replacement","ProjectMYS-InternetConnectionReplacement@vistra.com","False"
"True","Hyland.NL","Hyland.NL@vistra.com","False"
"True","Test","Test348@vistra.com","False"
"True","Email - Europe AI Community","europe.ai@vistra.com","False"
"True","TLs","TLs@vistra.com","False"
"True","idea.tfi","idea.tfi@ofiz.pl","False"
"True","*Email - Amsterdam - Team Damir","Team.Damir.NL@vistra.com","False"
"True","Group KCI VCSCEE","groupkci.cee@vistra.com","False"
"True","Email - India Ujwal - Denodo Payroll","denodopayroll.ind@vistra.com","False"
"True","Radius_Financials","Radius_Financials@vistra.com","False"
"True","Email - Bristol - WebsphereKYC","Bristol.WebsphereKYC@vistra.com","False"
"True","Email - Guernsey Coffee Lovers","coffee.lovers.gg@vistra.com","False"
"True","Email - Mauritius - Test Users","testusers.mu@vistra.com","False"
"True","Email - All Staff Vistra CA MGW - O365","emailallstaffvistracamgw@vistra.com","False"
"True","ML-SG-CapitalSpringboard","CapitalSpringboard.sg@vistra.com","False"
"True","Email - Bristol - InfoScotland","edinburgh@vistra.com","False"
"True","Email - Malaysia General Office","mys.office@vistra.com","False"
"True","*email-Amsterdam-DOMDevelopment","_email-Amsterdam-DOMDevelopment@vistra.com","False"
"True","*Email - Netherlands - Cambridge","Cambridge.nl@vistra.com","False"
"True","Email - Mauritius - Jersey Team","email.mujerseyteam@vistra.com","False"
"True","Email - Regional Finance JB","Email-RegionalFinanceJB@vistra.com","False"
"True","EnexUK","EnexUK@vistra.com","False"
"True","Regulatory Reporting Working Group","RegulatoryReportingWorkingGroup@vistra.com","False"
"True","Email - Europe SSIS Alerts","europessisalerts@vistra.com","False"
"True","ML-AU-Illumio","illumio.au@vistra.com","False"
"True","SSC Lux","SSCLux@vistra.com","False"
"True","Email - ITCL SBU WEST2","ITCLSBUWEST2@vistra.com","False"
"True","Email - Canyon - Merlin Directors","merlindirectors@canyoncts.com","False"
"True","MU-Senior Management Committee","MU-SeniorManagementCommittee@vistra.com","False"
"True","ML-SG-TPC","TPC.sg@vistra.com","False"
"True","Battelle - Management Accounts","Battelle-ManagementAccounts@vistra.com","False"
"True","ML-SG-PacificDragonFundVI","pacificdragonfundVI.sg@vistra.com","False"
"True","hrinternal.vcscee","hrinternal.cee@vistra.com","False"
"True","Email - Amsterdam NL.TeamPE06","NL.TeamPE06@vistra.com","False"
"True","Vistra Public Test","VistraPublicTest@vistra.com","False"
"True","Email - Guernsey Student Accomodation Fund","student.accomodation.fund.gg@vistra.com","False"
"True","Project Voyager - SSC Program (Region: UKICI)","SSCProgramRegionCIUKIRL@vistra.com","False"
"True","Bristol - emergency","Bristol-emergency@vistra.com","False"
"True","Vistra ME HRS-Finance","VistraMEHRS-Finance@vistra.com","False"
"True","Group MBK VCSCEE","groupmbk.cee@vistra.com","False"
"True","Seychelles Compliance","SeychellesCompliance@vistra.com","False"
"True","Email - Canyon - MSN 42338","MSN42338@canyoncts.com","False"
"True","Tata Capital PE Vistra","TataCapitalPEVistra@vistra.com","False"
"True","Altus.fio.confirmation","altusfioconfirmation@vistra.com","False"
"True","mcswarsaw.vcscee","mcswarsaw.cee@vistra.com","False"
"True","h2ep.fwd","h2ep.fwd@vistra.com","False"
"True","*Email - All Staff Vistra Czech Republic","allstaffczechrepublic@vistra.com","False"
"True","Citrix Infra Working Group","CitrixInfraWorkingGroup@vistra.com","False"
"True","ML-SG-FOUNTAINHEAD","Fountainhead.sg@vistra.com","False"
"True","RMT","RMT@vistra.com","False"
"True","NobleFunds.Fiz.ta","NobleFunds.fiz.ta@vistra.com","False"
"True","ML-SG-BPEA-FUND-V","Bpea.fund5.sg@vistra.com","False"
"True","Email - All Staff Vistra Brazil","Email-AllStaffVistraBrazil@ofiz.onmicrosoft.com","False"
"True","VCL Privacy Shield","VCLPrivacyShield@vistra.com","False"
"True","*Email - Luxembourg - Polenergia","Polenergia.lux@vistra.com","False"
"True","Email - Canyon - Henkel","Henkel@canyoncts.com","False"
"True","WMS","WMS@ofiz.onmicrosoft.com","False"
"True","Security Incident Management","SecurityIncidentManagement@vistra.com","False"
"True","administrationbudapest.vcscee","administrationbudapest.cee@vistra.com","False"
"True","*Email - Luxembourg - DNIC Wembley PropCo","DNIC.lux@vistra.com","False"
"True","weekly stats","weeklystats@vistra.com","False"
"True","ML-SG-RPV","rpv.sg@vistra.com","False"
"True","Bristol Whitefriars Office Move","BristolWhitefriarsOfficeMove@vistra.com","False"
"True","Email - London - DAC6London","DAC6London@vistra.com","False"
"True","EPF PL Accounting","epf_pl_accounting@vistra.com","False"
"True","*Email - Amsterdam - Schletter","schletter.nl@vistra.com","False"
"True","*Email - Amsterdam - Loyens & Loeff Invoices","loyensloeff.nl@vistra.com","False"
"True","Luisa files","Luisafiles@vistra.com","False"
"True","ML-AU-Tufin","tufin.au@vistra.com","False"
"True","Wings Team","WingsTeam@vistra.com","False"
"True","*Email - All Staff Orangefield China","Email-AllStaffOrangefieldChina@vistra.com","False"
"True","Tufin - Checklist","Tufin-Checklist@vistra.com","False"
"True","*Email - Amsterdam - REIF I B.V.","REIFI@vistra.com","False"
"True","Rem Team","RemTeam@vistra.com","False"
"True","*Email - Germany - Fidelis","Fidelis.de@vistra.com","False"
"True","*Email - All Staff Vistra Rotterdam","Email-AllStaffRotterdam@vistra.com","False"
"True","Email - Global - Mimecast Threat Proection Report - Weekly","Mimecast.TPR.W@vistra.com","False"
"True","Project Team - Suitability","ProjectTeam-Suitability@vistra.com","False"
"True","Merrion Staff","MerrionStaff@vistra.com","False"
"True","TestP1.5","TestP1.5@vistra.com","False"
"True","ipopema.am.confirmation","ipopema.am.confirmation@vistra.com","False"
"True","Email - Bristol - intform","intform.bristol@vistra.com","False"
"True","GU - Eze On-boarding","GU-EzeOn-boarding@vistra.com","False"
"True","To do","Todo@vistra.com","False"
"True","nordea.vcscee","nordea.cee@vistra.com","False"
"True","Email - India Ujwal - Netskope","netskopepayroll.ind@vistra.com","False"
"True","ML-SG-Indospace","Indospace_II.sg@vistra.com","False"
"True","eques.fiz.ta","eques.fiz.ta@vistra.com","False"
"True","*Email - All Marketing","Allmarketing@vistra.com","False"
"True","Email - India Ujwal - Aspada","aspadapayroll.ind@vistra.com","False"
"True","*Email - Luxembourg - Europe I Team","EmailLuxembourgTeamEuropeI@vistra.com","False"
"True","Email ? RE Payments SG","Payments6.sg@vistra.com","False"
"True","Email - India Ujwal - PHASE ZERO","phasezeropayroll.ind@vistra.com","False"
"True","Bristol - security","Bristol-security@vistra.com","False"
"True","*Email - Luxembourg - AMP Capital AIFM","ampcapital.aifm.lux@vistra.com","False"
"True","Email - Reading - Client - ImmedicaPharmaUKLimited","ImmedicaPharmaUKLimited@vistra.com","False"
"True","Email - Indonesia Accounting & Tax","jkt.acc.tax@vistra.com","False"
"True","ML-SG-OaktreeCapital","OaktreeCapital.sg@vistra.com","False"
"True","Email - Amsterdam - Neovia","Neovia.nl@vistra.com","False"
"True","Email - China Technology Team","china.tech@vistra.com","False"
"True","Abengoa","Abengoa.nl@vistra.com","False"
"True","Radius integration - affiliate insourcing workstream","Radiusintegration-affiliateinsourcingworkstream@vistra.com","False"
"True","AIS CEE","ais.cee@vistra.com","False"
"True","monaco@vistra.com","monaco@vistra.com","False"
"True","CAY Task List","TestGroup@vistra.com","False"
"True","Email - Bristol - iseriessup","iseriessup@vistra.com","False"
"True","ML-SG-FlyingHorse","FlyingHorse.sg@vistra.com","False"
"True","Lumen.fiz","lumen.fiz@vistra.com","False"
"True","Email - Hong Kong Training","Email-HongKongOILTraining@oilglobal.com","False"
"True","arcceo","arcceo@vistra.com","False"
"True","Team Natalia","TeamNatalia@vistra.com","False"
"True","ML-AU-ESS","ESS.AU@vistra.com","False"
"True","HR Advisory- Policy Team","HRAdvisory-PolicyTeam@vistra.com","False"
"True","STR","STR@vistra.com","False"
"True","Vistra NL Works Council","Vistraworkscouncil@vistra.com","False"
"True","Email - Bristol - Searches","Searches@vistra.com","False"
"True","Email - London - Arlottshipping","arlottshipping@vistra.com","False"
"True","Email - Amsterdam SemGroup.nl","SemGroup.nl@vistra.com","False"
"True","Email - Hong Kong AIS Proposal","Email-AISHKProposal@vistra.com","False"
"True","idea.fiz","idea.fiz@ofiz.pl","False"
"True","ksiegowosc.spv","ksiegowosc.spv@vistra.com","False"
"True","ML-AU-Frog","Frog.AU@vistra.com","False"
"True","Vistra Indonesia","VistraIndonesia@vistra.com","False"
"True","Accounts Team","AccountsTeam520@vistra.com","False"
"True","ML-SG-TanglinVentures","tanglinventures.sg@vistra.com","False"
"True","Email - London - AP FB Hospitality","AP.FBHospitality@vistra.com","False"
"True","*Email - Amsterdam - Chromaflo","Chromaflo.AMS@vistra.com","False"
"True","europa.ufk","europa.ufk@ofiz.pl","False"
"True","Email - India AIS Award","Email-IndiaAISAward@vistra.com","False"
"True","Email - All Verona CoC 6 Staff","email.allveronastaffcoc6@vistra.com","False"
"True","Email - India Ujwal - Bloom Reach","bloomreachpayroll.ind@vistra.com","False"
"True","Geneva Management team","GenevaManagementteam@vistra.com","False"
"True","*Email - Jersey - VTC(J)L","vtcjl.boardmembers@vistra.com","False"
"True","Expat Team","ExpatTeam@vistra.com","False"
"True","Project SG/MY - Windows 10 (w O365) Deployment","ProjectSGMY-O365Deployment@vistra.com","False"
"True","Email - Guernsey SSC Implementation Team","SSC.GG@vistra.com","False"
"True","Email - Bristol - EdinburghOffice","EdinburghOffice@vistra.com","False"
"True","*Email - VPM Users","VPM.Users@vistra.com","False"
"True","BPR2 EU Operational Projects","BPR2EUOperationalProjects@vistra.com","False"
"True","groupaps.vcscee","groupaps.cee@vistra.com","False"
"True","*Email - Luxembourg - Broadstreet AIFM","broadstreet.aifm.lux@vistra.com","False"
"True","Email - Economic Substance","economic-substance@vistra.com","False"
"True","ML-SG-Credence","Credence.SG@vistra.com","False"
"True","Email - CID","cid@vistra.com","False"
"True","*Email - Luxembourg - PGIM LTIF","PGIM.LTIF.Lux@vistra.com","False"
"True","Vistra US Domain Migration","VistraUSDomainMigration@vistra.com","False"
"True","Email - Vistra Group CoSec","vistragroupcosec@vistra.com","False"
"True","OSC -Demos","OSC-Demos@vistra.com","False"
"True","Hassad Netherlands B.V.","Hassad.nl@vistra.com","False"
"True","Email - AOG Investments Limited","AOGInvLtd@vistra.com","False"
"True","depozytariuszQ","depozytariuszQ@vistra.com","False"
"True","Email - Canyon - FDI","fdi@canyoncts.com","False"
"True","call diego","calldiego@vistra.com","False"
"True","Vastgoed Sedico","VastgoedSedico@vistra.com","False"
"True","Cap Markets JSY","CapMarketsJSY@vistra.com","False"
