"name";"ipv4address";"operatingsystem";"distinguishedName";"OU"
"AMSWRK041";"10.40.22.19";"Windows 7 Professional";"CN=AMSWRK041,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK052";"10.40.20.8";"Windows 7 Professional";"CN=AMSWRK052,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK098";"10.40.21.27";"Windows 7 Professional";"CN=AMSWRK098,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK048";"10.40.23.40";"Windows 7 Professional";"CN=AMSWRK048,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK013";"10.40.21.9";"Windows 7 Professional";"CN=AMSWRK013,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK045";"10.40.23.36";"Windows 7 Professional";"CN=AMSWRK045,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK076";"10.40.23.14";"Windows 7 Professional";"CN=AMSWRK076,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK017";"10.40.20.133";"Windows 7 Professional";"CN=AMSWRK017,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK016";"10.40.20.92";"Windows 7 Professional";"CN=AMSWRK016,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK011";"10.40.20.35";"Windows 7 Professional";"CN=AMSWRK011,OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"AMSWRK408";"10.40.23.39";"Windows 7 Professional";"CN=AMSWRK408,OU=Test,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Amsterdam,OU=Vistra,DC=work,DC=local"
"BCNWRK005";"10.25.20.199";"Windows 7 Professional";"CN=BCNWRK005,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK019";"10.25.20.10";"Windows 7 Professional";"CN=BCNWRK019,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK016";"10.25.20.196";"Windows 7 Professional";"CN=BCNWRK016,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK010";"10.25.20.6";"Windows 7 Professional";"CN=BCNWRK010,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK006";"10.25.20.194";"Windows 7 Professional";"CN=BCNWRK006,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK012";"10.25.20.12";"Windows 7 Professional";"CN=BCNWRK012,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK013";"10.25.20.195";"Windows 7 Professional";"CN=BCNWRK013,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK024";"10.25.20.16";"Windows 7 Professional";"CN=BCNWRK024,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK011";"10.25.20.191";"Windows 7 Professional";"CN=BCNWRK011,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK007";"10.25.20.197";"Windows 7 Professional";"CN=BCNWRK007,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK018";"10.25.20.198";"Windows 7 Professional";"CN=BCNWRK018,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK023";"10.25.20.193";"Windows 7 Professional";"CN=BCNWRK023,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK020";"10.25.10.181";"Windows 7 Professional";"CN=BCNWRK020,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK008";"10.25.20.4";"Windows 7 Professional";"CN=BCNWRK008,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK017";"10.25.20.9";"Windows 7 Professional";"CN=BCNWRK017,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK004";"10.25.20.7";"Windows 7 Professional";"CN=BCNWRK004,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK002";"10.25.20.5";"Windows 7 Professional";"CN=BCNWRK002,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK001";"10.25.20.8";"Windows 7 Professional";"CN=BCNWRK001,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK014";"10.25.20.200";"Windows 7 Professional";"CN=BCNWRK014,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK021";"10.25.20.2";"Windows 7 Professional";"CN=BCNWRK021,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK003";"10.25.20.190";"Windows 7 Professional";"CN=BCNWRK003,OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK015";"10.25.20.13";"Windows 7 Professional";"CN=BCNWRK015,OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK022";"10.25.20.192";"Windows 7 Professional";"CN=BCNWRK022,OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK005";"10.25.20.199";"Windows 7 Professional";"CN=BCNWRK005,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK019";"10.25.20.10";"Windows 7 Professional";"CN=BCNWRK019,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK016";"10.25.20.196";"Windows 7 Professional";"CN=BCNWRK016,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK010";"10.25.20.6";"Windows 7 Professional";"CN=BCNWRK010,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK006";"10.25.20.194";"Windows 7 Professional";"CN=BCNWRK006,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK012";"10.25.20.12";"Windows 7 Professional";"CN=BCNWRK012,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK013";"10.25.20.195";"Windows 7 Professional";"CN=BCNWRK013,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK024";"10.25.20.16";"Windows 7 Professional";"CN=BCNWRK024,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK011";"10.25.20.191";"Windows 7 Professional";"CN=BCNWRK011,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK007";"10.25.20.197";"Windows 7 Professional";"CN=BCNWRK007,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK018";"10.25.20.198";"Windows 7 Professional";"CN=BCNWRK018,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK023";"10.25.20.193";"Windows 7 Professional";"CN=BCNWRK023,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK020";"10.25.10.181";"Windows 7 Professional";"CN=BCNWRK020,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK008";"10.25.20.4";"Windows 7 Professional";"CN=BCNWRK008,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK017";"10.25.20.9";"Windows 7 Professional";"CN=BCNWRK017,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK004";"10.25.20.7";"Windows 7 Professional";"CN=BCNWRK004,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK002";"10.25.20.5";"Windows 7 Professional";"CN=BCNWRK002,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK001";"10.25.20.8";"Windows 7 Professional";"CN=BCNWRK001,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK014";"10.25.20.200";"Windows 7 Professional";"CN=BCNWRK014,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK021";"10.25.20.2";"Windows 7 Professional";"CN=BCNWRK021,OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK003";"10.25.20.190";"Windows 7 Professional";"CN=BCNWRK003,OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK015";"10.25.20.13";"Windows 7 Professional";"CN=BCNWRK015,OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"BCNWRK022";"10.25.20.192";"Windows 7 Professional";"CN=BCNWRK022,OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Barcelona,OU=Vistra,DC=work,DC=local"
"GVASRVDC001";"10.1.10.110";"Windows Server 2008 R2 Standard";"CN=GVASRVDC001,OU=Servers,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Servers,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk125";"10.1.20.13";"Windows 7 Professional";"CN=gvawrk125,OU=Test,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK169";"10.1.20.9";"Windows 7 Professional";"CN=GVAWRK169,OU=Test,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK173";"10.1.20.11";"Windows 7 Professional";"CN=GVAWRK173,OU=Test,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK180";"10.1.20.2";"Windows 7 Professional";"CN=GVAWRK180,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK179";"10.1.20.13";"Windows 7 Professional";"CN=GVAWRK179,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK149";"10.1.20.199";"Windows 7 Professional";"CN=GVAWRK149,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK152";"10.1.20.196";"Windows 7 Professional";"CN=GVAWRK152,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk107";"10.1.20.35";"Windows 7 Professional";"CN=gvawrk107,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK151";"10.1.20.27";"Windows 7 Professional";"CN=GVAWRK151,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk103";"10.1.20.33";"Windows 7 Professional";"CN=gvawrk103,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK187";"10.1.20.14";"Windows 7 Professional";"CN=GVAWRK187,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK185";"10.1.20.18";"Windows 7 Professional";"CN=GVAWRK185,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK162";"10.1.20.41";"Windows 7 Professional";"CN=GVAWRK162,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK153";"10.1.20.7";"Windows 7 Professional";"CN=GVAWRK153,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK166";"10.1.20.10";"Windows 7 Professional";"CN=GVAWRK166,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK167";"10.1.20.15";"Windows 7 Professional";"CN=GVAWRK167,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK172";"10.1.20.192";"Windows 7 Professional";"CN=GVAWRK172,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK168";"10.1.20.198";"Windows 7 Professional";"CN=GVAWRK168,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK160";"10.1.20.4";"Windows 7 Professional";"CN=GVAWRK160,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK175";"10.1.20.195";"Windows 7 Professional";"CN=GVAWRK175,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK161";"10.1.20.191";"Windows 7 Professional";"CN=GVAWRK161,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK164";"10.1.20.194";"Windows 7 Professional";"CN=GVAWRK164,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK102";"10.1.20.30";"Windows 7 Professional";"CN=GVAWRK102,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk104";"10.1.20.32";"Windows 7 Professional";"CN=gvawrk104,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk111";"10.1.20.5";"Windows 7 Professional";"CN=gvawrk111,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk106";"10.1.20.36";"Windows 7 Professional";"CN=gvawrk106,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk112";"10.1.20.42";"Windows 7 Professional";"CN=gvawrk112,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk105";"10.1.20.16";"Windows 7 Professional";"CN=gvawrk105,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk109";"10.1.20.6";"Windows 7 Professional";"CN=gvawrk109,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk108";"10.1.20.8";"Windows 7 Professional";"CN=gvawrk108,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"gvawrk130";"10.1.20.221";"Windows 7 Professionnel";"CN=gvawrk130,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK178";"10.1.20.12";"Windows 7 Professional";"CN=GVAWRK178,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK177";"10.1.20.3";"Windows 7 Professional";"CN=GVAWRK177,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK176";"10.1.20.1";"Windows 7 Professional";"CN=GVAWRK176,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"GVAWRK146";"10.1.20.12";"Windows 7 Professional";"CN=GVAWRK146,OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Geneva,OU=Vistra,DC=work,DC=local"
"MADWRK001";"10.26.20.49";"Windows 7 Professional";"CN=MADWRK001,OU=Test,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local";"OU=Test,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local"
"MADWRK002";"10.26.20.48";"Windows 7 Professional";"CN=MADWRK002,OU=Live,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local"
"MADWRK003";"10.26.20.47";"Windows 7 Professional";"CN=MADWRK003,OU=Live,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local"
"MADWRK004";"10.26.20.50";"Windows 7 Professional";"CN=MADWRK004,OU=Live,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local"
"MADWRK005";"10.26.20.45";"Windows 7 Professional";"CN=MADWRK005,OU=Live,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Madrid,OU=Vistra,DC=work,DC=local"
"MLTWRK039";"10.11.20.23";"Windows 7 Professional";"CN=MLTWRK039,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK038";"10.11.20.26";"Windows 7 Professional";"CN=MLTWRK038,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK040";"10.11.20.30";"Windows 7 Professional";"CN=MLTWRK040,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK012";"10.11.20.2";"Windows 7 Professional";"CN=MLTWRK012,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK036";"10.11.20.15";"Windows 7 Professional";"CN=MLTWRK036,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK035";"10.11.20.18";"Windows 7 Professional";"CN=MLTWRK035,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK032";"10.11.20.27";"Windows 7 Professional";"CN=MLTWRK032,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK034";"10.11.20.21";"Windows 7 Professional";"CN=MLTWRK034,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK033";"10.11.20.22";"Windows 7 Professional";"CN=MLTWRK033,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK044";"10.11.20.50";"Windows 7 Professional";"CN=MLTWRK044,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK003";"10.11.20.93";"Windows 7 Professional";"CN=MLTWRK003,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK005";"10.11.20.54";"Windows 7 Professional";"CN=MLTWRK005,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK010";"10.11.20.29";"Windows 7 Professional";"CN=MLTWRK010,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK008";"10.11.20.67";"Windows 7 Professional";"CN=MLTWRK008,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
"MLTWRK043";"10.11.20.42";"Windows 7 Professional";"CN=MLTWRK043,OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local";"OU=Live,OU=Workstations,OU=Malta,OU=Vistra,DC=work,DC=local"
